,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak
2814,"Wednesday, Jun 9",NYY,@,MIN,W,9.0,6.0,9.0,33-29,3.0,5.5,Cole,Dobnak,None,3:08,N,17078.0,.85,2.0
2815,"Thursday, Jun 10",NYY,@,MIN,L-wo,5.0,7.0,9.0,33-30,3.0,6.0,Robles,Chapman,None,3:31,N,17728.0,.93,-1.0
2816,"Saturday, Jun 12",NYY,@,PHI,L-wo,7.0,8.0,10.0,33-31,3.0,7.5,Bradley,Chapman,None,4:02,D,38450.0,.90,-2.0
2817,"Sunday, Jun 13",NYY,@,PHI,L,0.0,7.0,9.0,33-32,4.0,8.5,Nola,German,None,2:57,D,38512.0,.81,-3.0
2818,"Tuesday, Jun 15",NYY,@,TOR,W,6.0,5.0,9.0,34-32,3.0,8.0,Loaisiga,Mayza,Chapman,3:31,N,7145.0,.79,1.0
2819,"Wednesday, Jun 16",NYY,@,TOR,W,3.0,2.0,9.0,35-32,3.0,7.0,Cole,Stripling,Chapman,3:01,N,7271.0,.83,2.0
2820,"Thursday, Jun 17",NYY,@,TOR,W,8.0,4.0,9.0,36-32,3.0,6.0,Green,Castro,None,3:43,N,7288.0,.93,3.0
2821,"Friday, Jun 18",NYY,Home,OAK,L,3.0,5.0,9.0,36-33,3.0,6.0,Kaprielian,Peralta,Trivino,3:03,N,24037.0,.96,-1.0
2822,"Saturday, Jun 19",NYY,Home,OAK,W,7.0,5.0,9.0,37-33,3.0,5.5,Green,Luzardo,Chapman,3:14,D,23985.0,.94,1.0
2823,"Sunday, Jun 20",NYY,Home,OAK,W,2.0,1.0,9.0,38-33,3.0,4.5,Loaisiga,Manaea,Chapman,3:01,D,27807.0,1.01,2.0
